Player_Name,Year,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
Ishan Kishan,2017,11,0,277,61,27.7,206,134.46,0,1,29,13,3,0,11,0,0,0,0,0,0,0,0,0
Ishan Kishan,2016,5,0,42,27,8.4,41,102.43,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0
Ishan Kishan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ishant Sharma,2025,7,0,0,0,0,0,0,0,0,0,0,2,0,7,110,205,4,Jan-18,51.25,11.18,27.5,0,0
Ishant Sharma,2024,9,2,1,1*,0,7,14.29,0,0,0,0,2,0,9,162,265,10,Mar-34,26.5,9.81,16.2,0,0
Ishant Sharma,2023,8,1,1,1*,0,1,100,0,0,0,0,0,0,8,150,206,10,Feb-19,20.6,8.24,15,0,0
Ishant Sharma,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,3,72,97,1,Jan-26,97,8.08,72,0,0
Ishant Sharma,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,26,0,0/26,0,8.66,0,0,0
Ishant Sharma,2019,13,3,10,10*,0,3,333.33,0,0,1,1,1,0,13,276,349,13,Mar-38,26.84,7.58,21.23,0,0
Ishant Sharma,2017,6,1,8,5*,4,12,66.66,0,0,1,0,0,0,6,108,179,0,0/12,0,9.94,0,0,0
Ishant Sharma,2016,4,1,0,0,0,0,0,0,0,0,0,2,0,4,90,148,3,Feb-36,49.33,9.86,30,0,0
Ishant Sharma,2015,4,0,0,0,0,0,0,0,0,0,0,0,0,4,84,159,1,Jan-25,159,11.35,84,0,0
Ishant Sharma,2014,3,0,0,0,0,0,0,0,0,0,0,0,0,3,66,101,3,Feb-37,33.66,9.18,22,0,0
Ishant Sharma,2013,16,2,0,0,0,0,0,0,0,0,0,6,0,16,358,466,15,Mar-27,31.06,7.81,23.86,0,0
Ishant Sharma,2011,12,5,4,1*,0,5,80,0,0,0,0,3,0,12,264,314,11,05-Dec,28.54,7.13,24,0,1
Ishant Sharma,2010,7,1,6,6*,6,17,35.29,0,0,0,0,1,0,7,150,236,7,Feb-33,33.71,9.44,21.42,0,0
Ishant Sharma,2009,11,1,16,9,8,13,123.07,0,0,1,1,2,0,11,258,297,11,Feb-15,27,6.9,23.45,0,0
Ishant Sharma,2008,13,5,11,4*,11,11,100,0,0,1,0,2,0,13,259,331,8,02-Sep,41.37,7.66,32.37,0,0
Jack Edwards,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Jacob Bethell,2025,2,0,67,55,33.5,39,171.79,0,1,9,3,1,0,2,0,0,0,0,0,0,0,0,0
Jacob Duffy,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Jamie Overton,2025,3,2,15,11*,0,7,214.29,0,0,1,1,0,0,3,36,83,0,0/24,0,13.83,0,0,0
Jason Holder,2021,8,1,85,47*,14.16,72,118.05,0,0,2,6,2,0,8,191,247,16,Apr-52,15.43,7.75,11.93,1,0
Jason Holder,2020,7,2,66,26*,33,53,124.52,0,0,5,3,0,0,7,168,233,14,Mar-25,16.64,8.32,12,0,0
Jason Holder,2016,4,0,22,13,5.5,19,115.78,0,0,2,1,0,0,4,78,103,2,Feb-33,51.5,7.92,39,0,0
Jason Holder,2014,1,0,16,16,16,12,133.33,0,0,2,1,2,0,1,18,35,1,Jan-35,35,11.66,18,0,0
Jason Holder,2013,6,0,0,0,0,0,0,0,0,0,0,3,0,6,120,168,2,Feb-20,84,8.4,60,0,0
Jasprit Bumrah,2025,12,1,0,0*,0,1,0,0,0,0,0,2,0,12,284,316,18,Apr-22,17.56,6.68,15.78,1,0
Jasprit Bumrah,2024,13,4,12,8*,0,12,100,0,0,1,0,1,0,13,311,336,20,May-21,16.8,6.48,15.55,0,1
Jasprit Bumrah,2022,14,4,0,0*,0,8,0,0,0,0,0,2,0,14,320,383,15,05-Oct,25.53,7.18,21.33,0,1
Jasprit Bumrah,2021,14,5,16,5*,8,17,94.11,0,0,2,0,4,0,14,330,410,21,Mar-36,19.52,7.45,15.71,0,0
Jasprit Bumrah,2020,15,1,5,5*,0,3,166.66,0,0,0,0,0,0,15,360,404,27,Apr-14,14.96,6.73,13.33,2,0
Jasprit Bumrah,2019,16,3,0,0*,0,1,0,0,0,0,0,2,0,16,370,409,19,Mar-20,21.52,6.63,19.47,0,0
Jasprit Bumrah,2018,14,2,10,6*,10,11,90.9,0,0,1,0,4,0,14,324,372,17,Mar-15,21.88,6.88,19.05,0,0
Jasprit Bumrah,2017,16,1,17,16*,17,12,133.33,0,0,0,1,2,0,16,356,439,20,03-Jul,21.95,7.39,17.8,0,0
Jasprit Bumrah,2016,14,1,8,6,8,11,72.72,0,0,1,0,1,0,14,312,406,15,Mar-13,27.06,7.8,20.8,0,0
Jasprit Bumrah,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,4,90,184,3,Jan-38,61.33,12.26,30,0,0
Jasprit Bumrah,2014,11,2,1,1*,0,3,33.33,0,0,0,0,0,0,11,238,301,5,Feb-22,60.2,7.58,47.6,0,0
Jasprit Bumrah,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,2,42,70,3,Mar-32,23.33,10,14,0,0
Jayant Yadav,2023,1,0,0,0,0,0,0,0,0,0,0,2,0,1,24,26,0,0/26,0,6.5,0,0,0
Jayant Yadav,2021,5,1,34,23,17,26,130.76,0,0,2,1,2,0,5,102,130,2,Jan-25,65,7.64,51,0,0
Jayant Yadav,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,2,42,43,1,Jan-25,43,6.14,42,0,0
Jayant Yadav,2019,2,0,0,0,0,0,0,0,0,0,0,2,0,2,42,50,1,Jan-25,50,7.14,42,0,0
Jayant Yadav,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,2,36,42,0,0/16,0,7,0,0,0
Jayant Yadav,2016,5,0,6,5,3,10,60,0,0,0,0,1,0,5,102,125,2,Jan-23,62.5,7.35,51,0,0
Jayant Yadav,2015,3,0,0,0,0,0,0,0,0,0,0,1,0,3,42,29,2,01-Aug,14.5,4.14,21,0,0
Jaydev Unadkat,2025,7,0,0,0,0,0,0,0,0,0,0,2,0,7,143,175,11,Mar-24,15.91,7.34,13,0,0
Jaydev Unadkat,2024,11,2,24,8*,8,26,92.31,0,0,2,1,0,0,11,187,319,8,Mar-30,39.88,10.24,23.38,0,0
Jaydev Unadkat,2023,3,0,9,9,9,7,128.57,0,0,1,0,0,0,3,48,92,0,0/26,0,11.5,0,0,0
Jaydev Unadkat,2022,5,2,59,19*,19.67,37,159.46,0,0,4,3,1,0,5,120,190,6,Feb-32,31.67,9.5,20,0,0
Jaydev Unadkat,2021,6,1,41,24,20.5,29,141.37,0,0,3,2,1,0,6,132,168,4,Mar-15,42,7.63,33,0,0
Jaydev Unadkat,2020,7,0,9,9,9,13,69.23,0,0,0,0,1,0,7,138,228,4,Feb-32,57,9.91,34.5,0,0
Jaydev Unadkat,2019,11,3,1,1,1,3,33.33,0,0,0,0,4,0,11,224,398,10,Feb-26,39.8,10.66,22.4,0,0
Jaydev Unadkat,2018,15,3,49,26,12.25,38,128.94,0,0,6,1,6,0,15,302,486,11,Mar-46,44.18,9.65,27.45,0,0
Jaydev Unadkat,2017,12,2,2,2*,0,5,40,0,0,0,0,9,0,12,275,322,24,May-30,13.41,7.02,11.45,0,1
Jaydev Unadkat,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,49,0,0/49,0,16.33,0,0,0
Jaydev Unadkat,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,30,0,0/30,0,10,0,0,0
Jaydev Unadkat,2014,9,1,1,1*,1,6,16.66,0,0,0,0,0,0,9,187,270,9,Mar-32,30,8.66,20.77,0,0
Jaydev Unadkat,2013,13,2,2,1,0,2,100,0,0,0,0,1,0,13,294,370,13,May-25,28.46,7.55,22.61,0,1
Jaydev Unadkat,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,32,0,0/32,0,10.66,0,0,0
Jaydev Unadkat,2011,7,0,0,0,0,0,0,0,0,0,0,2,0,7,108,150,6,Feb-25,25,8.33,18,0,0
Jaydev Unadkat,2010,3,0,0,0,0,0,0,0,0,0,0,1,0,3,62,85,4,Mar-26,21.25,8.22,15.5,0,0
Jitesh Sharma,2025,15,4,261,85*,37.29,148,176.35,0,1,24,17,19,1,15,0,0,0,0,0,0,0,0,0
Jitesh Sharma,2024,14,1,187,32*,17,142,131.69,0,0,9,12,13,0,14,0,0,0,0,0,0,0,0,0
Jitesh Sharma,2023,14,1,309,49*,23.77,198,156.06,0,0,22,21,3,2,14,0,0,0,0,0,0,0,0,0
Jitesh Sharma,2022,12,2,234,44,29.25,143,163.64,0,0,22,12,9,2,12,0,0,0,0,0,0,0,0,0
Jofra Archer,2025,12,1,63,30,10.5,50,126,0,0,3,4,1,0,12,273,431,11,Mar-25,39.18,9.47,24.82,0,0
Jofra Archer,2023,5,2,4,3*,0,4,100,0,0,0,0,1,0,5,120,190,2,Jan-35,95,9.5,60,0,0
Jofra Archer,2020,14,4,113,27*,18.83,63,179.36,0,0,5,10,5,0,14,334,365,20,Mar-19,18.25,6.55,16.7,0,0
Jofra Archer,2019,11,3,67,27*,33.5,40,167.5,0,0,4,4,3,0,11,258,291,11,Mar-15,26.45,6.76,23.45,0,0
Jofra Archer,2018,10,3,15,8,3,21,71.42,0,0,2,0,1,0,10,233,325,15,Mar-22,21.66,8.36,15.53,0,0
Jordan Cox,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Jos Buttler,2025,14,4,538,97*,59.78,330,163.03,0,5,52,24,8,2,14,0,0,0,0,0,0,0,0,0
Jos Buttler,2024,11,2,359,107*,39.89,255,140.78,2,0,36,12,3,0,11,0,0,0,0,0,0,0,0,0
Jos Buttler,2023,14,0,392,95,28,282,139.01,0,4,42,14,9,0,14,0,0,0,0,0,0,0,0,0
Jos Buttler,2022,17,2,863,116,57.53,579,149.05,4,4,83,45,9,0,17,0,0,0,0,0,0,0,0,0
Jos Buttler,2021,7,0,254,124,36.28,166,153.01,1,0,27,13,3,0,7,0,0,0,0,0,0,0,0,0
Jos Buttler,2020,13,2,328,70*,32.8,227,144.49,0,2,27,16,6,0,13,0,0,0,0,0,0,0,0,0
Jos Buttler,2019,8,0,311,89,38.87,205,151.7,0,3,38,14,8,0,8,0,0,0,0,0,0,0,0,0
Jos Buttler,2018,13,3,548,95*,54.8,353,155.24,0,5,52,21,9,1,13,0,0,0,0,0,0,0,0,0
Jos Buttler,2017,10,0,272,77,27.2,177,153.67,0,1,27,15,1,0,10,0,0,0,0,0,0,0,0,0
Jos Buttler,2016,14,3,255,41,23.18,184,138.58,0,0,23,11,7,0,14,0,0,0,0,0,0,0,0,0
Josh Hazlewood,2025,12,1,0,0*,0,1,0,0,0,0,0,1,0,12,264,386,22,Apr-33,17.55,8.77,12,1,0
Josh Hazlewood,2023,3,1,1,1*,0,2,50,0,0,0,0,0,0,3,54,76,3,Feb-15,25.33,8.44,18,0,0
Josh Hazlewood,2022,12,5,18,7*,0,26,69.23,0,0,1,0,1,0,12,279,377,20,Apr-25,18.85,8.11,13.95,1,0
Josh Hazlewood,2021,9,0,0,0,0,0,0,0,0,0,0,1,0,9,210,293,11,Mar-24,26.63,8.37,19.09,0,0
Josh Hazlewood,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,3,60,64,1,Jan-19,64,6.4,60,0,0
Josh Inglis,2025,11,2,278,73,30.89,171,162.57,0,1,26,16,9,1,11,0,0,0,0,0,0,0,0,0
KL Rahul,2025,13,3,539,112*,53.9,360,149.72,1,3,52,21,3,0,13,0,0,0,0,0,0,0,0,0
KL Rahul,2024,14,0,520,82,37.14,382,136.13,0,4,45,19,15,2,14,0,0,0,0,0,0,0,0,0
KL Rahul,2023,9,1,274,74,34.25,242,113.22,0,2,28,4,4,0,9,0,0,0,0,0,0,0,0,0
KL Rahul,2022,15,3,616,103*,51.33,455,135.38,2,4,45,30,9,0,15,0,0,0,0,0,0,0,0,0
KL Rahul,2021,13,3,626,98*,62.6,451,138.8,0,6,48,30,11,0,13,0,0,0,0,0,0,0,0,0
KL Rahul,2020,14,2,670,132*,55.83,518,129.34,1,5,58,23,10,0,14,0,0,0,0,0,0,0,0,0
KL Rahul,2019,14,3,593,100*,53.9,438,135.38,1,6,49,25,7,0,14,0,0,0,0,0,0,0,0,0
KL Rahul,2018,14,2,659,95*,54.91,416,158.41,0,6,66,32,10,1,14,0,0,0,0,0,0,0,0,0
KL Rahul,2016,14,3,397,68*,44.11,271,146.49,0,4,37,16,5,4,14,0,0,0,0,0,0,0,0,0
KL Rahul,2015,9,3,142,44*,28.4,126,112.69,0,0,8,5,1,0,9,0,0,0,0,0,0,0,0,0
KL Rahul,2014,11,0,166,46,20.75,164,101.21,0,0,12,3,4,0,11,0,0,0,0,0,0,0,0,0
KL Rahul,2013,5,0,20,12,10,16,125,0,0,4,0,5,0,3,0,0,0,0,0,0,0,0,0
Kagiso Rabada,2025,4,1,9,7*,9,8,112.5,0,0,0,1,0,0,4,84,162,2,Jan-41,81,11.57,42,0,0
Kagiso Rabada,2024,11,2,20,11*,20,14,142.86,0,0,0,2,5,0,11,252,372,11,Feb-18,33.82,8.86,22.91,0,0
Kagiso Rabada,2023,6,1,0,0,0,2,0,0,0,0,0,0,0,6,138,232,7,Feb-34,33.14,10.09,19.71,0,0
Kagiso Rabada,2022,13,3,48,25,9.6,43,111.63,0,0,5,2,2,0,13,288,406,23,Apr-33,17.65,8.46,12.52,2,0
Kagiso Rabada,2021,15,2,13,9*,13,6,216.66,0,0,2,0,9,0,15,336,456,15,Mar-36,30.4,8.14,22.4,0,0
Kagiso Rabada,2020,17,4,56,15*,14,49,114.28,0,0,4,2,8,0,17,394,548,30,Apr-24,18.26,8.34,13.13,2,0
Kagiso Rabada,2019,12,1,14,9,4.66,15,93.33,0,0,0,1,6,0,12,282,368,25,Apr-21,14.72,7.82,11.28,2,0
Kagiso Rabada,2017,6,0,55,44,18.33,64,85.93,0,0,5,1,0,0,6,128,188,6,Feb-20,31.33,8.81,21.33,0,0
Kamindu Mendis,2025,5,2,92,32*,30.67,69,133.33,0,0,7,2,1,0,5,42,60,2,01-Apr,30,8.57,21,0,0
Kanishk Chouhan,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Kartik Sharma,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Kartik Tyagi,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kartik Tyagi,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kartik Tyagi,2022,2,0,7,7,3.5,6,116.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kartik Tyagi,2021,4,1,2,1*,2,4,50,0,0,0,0,1,0,4,84,124,4,Feb-29,31,8.85,21,0,0
Kartik Tyagi,2020,10,2,4,2*,4,6,66.66,0,0,0,0,2,0,10,229,367,9,Feb-36,40.77,9.61,25.44,0,0
Karun Nair,2025,8,0,198,89,24.75,115,172.17,0,1,24,10,2,0,8,0,0,0,0,0,0,0,0,0
Karun Nair,2022,3,0,16,13,8,18,88.89,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0
Karun Nair,2020,4,1,16,15*,8,14,114.28,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0
Karun Nair,2019,1,0,5,5,5,6,83.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Karun Nair,2018,13,0,301,54,25.08,221,136.19,0,2,23,13,9,0,13,0,0,0,0,0,0,0,0,0
Karun Nair,2017,14,0,281,64,21.61,226,124.33,0,1,39,6,2,0,14,0,0,0,0,0,0,0,0,0
Karun Nair,2016,14,2,357,83*,35.7,297,120.2,0,3,40,6,3,0,14,0,0,0,0,0,0,0,0,0
Karun Nair,2015,14,1,181,61,16.45,145,124.82,0,1,18,5,3,0,14,0,0,0,0,0,0,0,0,0
Karun Nair,2014,11,1,330,73*,33,232,142.24,0,3,38,9,4,0,11,0,0,0,0,0,0,0,0,0
Karun Nair,2013,2,0,9,9,4.5,12,75,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Khaleel Ahmed,2025,14,2,1,1*,0,2,50,0,0,0,0,1,0,14,280,447,15,Mar-29,29.8,9.58,18.67,0,0
Khaleel Ahmed,2024,14,0,0,0,0,0,0,0,0,0,0,1,0,14,300,479,17,Feb-21,28.18,9.58,17.65,0,0
Khaleel Ahmed,2023,9,0,0,0,0,0,0,0,0,0,0,2,0,9,198,301,9,Feb-24,33.44,9.12,22,0,0
Khaleel Ahmed,2022,10,0,0,0,0,2,0,0,0,0,0,0,0,10,235,315,16,Mar-25,19.69,8.04,14.69,0,0
Khaleel Ahmed,2021,7,0,1,1,1,2,50,0,0,0,0,0,0,7,162,219,5,Mar-21,43.8,8.11,32.4,0,0
Khaleel Ahmed,2020,7,0,0,0*,0,2,0,0,0,0,0,1,0,7,154,242,8,Feb-24,30.25,9.42,19.25,0,0
Khaleel Ahmed,2019,9,0,0,0*,0,1,0,0,0,0,0,0,0,9,209,287,19,Mar-30,15.1,8.23,11,0,0
Khaleel Ahmed,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,38,0,0/38,0,12.66,0,0,0
Krains Fuletra,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Krunal Pandya,2025,15,1,109,73*,18.17,86,126.74,0,1,9,4,6,0,15,276,379,17,Apr-45,22.29,8.24,16.24,1,0
Krunal Pandya,2024,14,8,133,43*,33.25,105,126.67,0,0,8,5,3,0,14,198,255,6,03-Nov,42.5,7.73,33,0,0
Krunal Pandya,2023,15,4,188,49,18.8,165,113.94,0,0,15,6,8,0,15,252,313,9,Mar-18,34.78,7.45,28,0,0
Krunal Pandya,2022,14,4,183,42,20.33,145,126.21,0,0,16,4,7,0,14,228,265,10,Mar-19,26.5,6.97,22.8,0,0
Krunal Pandya,2021,13,2,143,39,14.3,123,116.26,0,0,10,6,6,0,13,199,265,5,Jan-13,53,7.98,39.8,0,0
Krunal Pandya,2020,16,6,109,34,18.16,92,118.47,0,0,9,5,4,0,16,301,380,6,Feb-26,63.33,7.57,50.16,0,0
Krunal Pandya,2019,16,4,183,42,16.63,150,122,0,0,18,5,5,0,16,276,335,12,Mar-34,27.91,7.28,23,0,0
Krunal Pandya,2018,14,3,228,41*,22.8,157,145.22,0,0,22,10,9,0,14,241,284,12,Mar-28,23.66,7.07,20.08,0,0
Krunal Pandya,2017,13,4,243,47,34.71,179,135.75,0,0,24,7,2,0,13,240,273,10,Mar-14,27.3,6.82,24,0,0
Krunal Pandya,2016,12,3,237,86,39.5,124,191.12,0,1,22,13,2,0,12,187,236,6,Feb-15,39.33,7.57,31.16,0,0
Kuldeep Sen,2024,3,0,0,0,0,0,0,0,0,0,0,1,0,3,72,122,6,Mar-41,20.33,10.17,12,0,0
Kuldeep Sen,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,2,18,28,0,0/8,0,9.33,0,0,0
Kuldeep Sen,2022,7,1,0,0*,0,3,0,0,0,0,0,3,0,7,151,237,8,Apr-20,29.63,9.42,18.88,1,0
Kuldeep Yadav,2025,14,2,18,7,6,16,112.5,0,0,2,0,0,0,14,306,361,15,Mar-22,24.07,7.08,20.4,0,0
Kuldeep Yadav,2024,11,2,47,35*,15.67,41,114.63,0,0,6,1,2,0,11,258,374,16,Apr-55,23.38,8.7,16.13,1,0
Kuldeep Yadav,2023,14,8,31,10*,15.5,48,64.58,0,0,2,0,2,0,14,294,361,10,Feb-15,36.1,7.37,29.4,0,0
Kuldeep Yadav,2022,14,6,48,16*,48,52,92.31,0,0,3,2,5,0,14,298,419,21,Apr-14,19.95,8.44,14.19,2,0
Kuldeep Yadav,2020,5,1,13,12,13,21,61.9,0,0,1,0,0,0,5,72,92,1,Jan-20,92,7.66,72,0,0
Kuldeep Yadav,2019,9,2,12,10*,6,8,150,0,0,1,0,3,0,9,198,286,4,Feb-41,71.5,8.66,49.5,0,0
Kuldeep Yadav,2018,16,2,12,7*,12,24,50,0,0,1,0,6,0,16,308,418,17,Apr-20,24.58,8.14,18.11,1,0
Kuldeep Yadav,2017,12,0,20,16,10,22,90.9,0,0,2,0,1,0,12,246,340,12,Feb-25,28.33,8.29,20.5,0,0
Kuldeep Yadav,2016,3,0,0,0,0,0,0,0,0,0,0,1,0,3,72,100,6,Mar-35,16.66,8.33,12,0,0
Kumar Kushagra,2024,4,0,3,2,1,7,42.86,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
Kwena Maphaka,2025,2,1,8,8*,0,2,400,0,0,2,0,2,0,2,30,54,1,Jan-32,54,10.8,30,0,0
Kwena Maphaka,2024,2,0,0,0,0,0,0,0,0,0,0,0,0,2,36,89,1,Jan-23,89,14.83,36,0,0
Kyle Jamieson,2025,4,2,0,0*,0,5,0,0,0,0,0,0,0,4,90,147,5,Mar-48,29.4,9.8,18,0,0
Kyle Jamieson,2021,9,3,65,16*,16.25,55,118.18,0,0,5,3,2,0,9,168,269,9,Mar-41,29.88,9.6,18.66,0,0
Lhuan-dre Pretorius,2025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Liam Livingstone,2025,10,1,112,54,16,84,133.33,0,1,4,9,4,0,10,54,76,2,Feb-28,38,8.44,27,0,0
Liam Livingstone,2024,7,2,111,38*,22.2,78,142.31,0,0,8,7,1,0,7,72,84,3,Feb-19,28,7,24,0,0
Liam Livingstone,2023,9,1,279,94,34.88,171,163.16,0,2,20,19,4,0,9,42,94,2,Jan-19,47,13.43,21,0,0
Liam Livingstone,2022,14,2,437,70,36.42,240,182.08,0,4,29,34,6,0,14,138,202,6,Mar-27,33.67,8.78,23,0,0
Liam Livingstone,2021,5,0,42,25,8.4,41,102.43,0,0,3,1,3,0,5,0,0,0,0,0,0,0,0,0
Liam Livingstone,2019,4,1,70,44,23.33,48,145.83,0,0,6,5,4,0,4,6,13,0,0/13,0,13,0,0,0
Lockie Ferguson,2025,4,1,4,4*,0,1,400,0,0,1,0,0,0,4,68,104,5,Feb-37,20.8,9.18,13.6,0,0
Lockie Ferguson,2024,7,0,1,1,1,1,100,0,0,0,0,4,0,7,144,255,9,Feb-23,28.33,10.63,16,0,0
Lockie Ferguson,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,3,46,96,1,Jan-19,96,12.52,46,0,0
Lockie Ferguson,2022,13,1,5,5,2.5,4,125,0,0,1,0,2,0,13,286,427,12,Apr-28,35.58,8.96,23.83,1,0
Lockie Ferguson,2021,8,3,18,18*,0,11,163.63,0,0,1,1,3,0,8,180,224,13,Mar-18,17.23,7.46,13.84,0,0
Lockie Ferguson,2020,5,2,43,24*,0,29,148.27,0,0,4,1,0,0,5,119,148,6,Mar-15,24.66,7.46,19.83,0,0
Lockie Ferguson,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,5,102,183,2,Jan-38,91.5,10.76,51,0,0
Lockie Ferguson,2017,4,1,1,1*,0,1,100,0,0,0,0,0,0,4,78,93,3,02-Jul,31,7.15,26,0,0
Luke Wood,No stats,0,0,0,0,0,0,0,0,0,0,0,0,0,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
Luke Wood,2024,2,1,9,9*,0,3,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lungisani Ngidi,2025,2,1,0,0*,0,2,0,0,0,0,0,0,0,2,48,81,4,Mar-30,20.25,10.13,12,0,0
Lungisani Ngidi,2021,3,0,0,0,0,0,0,0,0,0,0,1,0,3,72,125,5,0,25,10.41,14.4,0,0
Lungisani Ngidi,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,4,96,167,9,0,18.55,10.43,10.66,0,0
Lungisani Ngidi,2018,7,0,0,0,0,0,0,0,0,0,0,1,0,7,156,156,11,04-Oct,14.18,6,14.18,1,0
M. Siddharth,2025,2,0,0,0,0,0,0,0,0,0,0,1,0,2,42,67,2,Feb-39,33.5,9.57,21,0,0
M. Siddharth,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,3,54,71,1,Jan-21,71,7.89,54,0,0
MS Dhoni,2025,14,5,196,30*,24.5,145,135.17,0,0,12,12,6,5,14,0,0,0,0,0,0,0,0,0
MS Dhoni,2024,14,8,161,37*,53.67,73,220.55,0,0,14,13,10,0,14,0,0,0,0,0,0,0,0,0
MS Dhoni,2023,16,8,104,32*,26,57,182.46,0,0,3,10,7,3,16,0,0,0,0,0,0,0,0,0
MS Dhoni,2022,14,6,232,50*,33.14,188,123.4,0,1,21,10,9,0,14,0,0,0,0,0,0,0,0,0
MS Dhoni,2021,16,4,114,18*,16.28,107,106.54,0,0,12,3,13,0,16,0,0,0,0,0,0,0,0,0
MS Dhoni,2020,14,4,200,47*,25,172,116.27,0,0,16,7,15,1,14,0,0,0,0,0,0,0,0,0
MS Dhoni,2019,15,7,416,84*,83.2,309,134.62,0,3,22,23,11,5,15,0,0,0,0,0,0,0,0,0
MS Dhoni,2018,16,9,455,79*,75.83,302,150.66,0,3,24,30,11,3,16,0,0,0,0,0,0,0,0,0
MS Dhoni,2017,16,4,290,61*,26.36,250,116,0,1,15,16,10,3,16,0,0,0,0,0,0,0,0,0
MS Dhoni,2016,14,5,284,64*,40.57,210,135.23,0,1,18,14,8,4,14,0,0,0,0,0,0,0,0,0
MS Dhoni,2015,17,5,372,53,31,305,121.96,0,1,27,17,8,3,17,0,0,0,0,0,0,0,0,0
MS Dhoni,2014,16,10,371,57*,74.2,250,148.4,0,1,22,20,3,1,16,0,0,0,0,0,0,0,0,0
MS Dhoni,2013,18,5,461,67*,41.9,283,162.89,0,4,32,25,15,2,18,0,0,0,0,0,0,0,0,0
MS Dhoni,2012,19,5,358,51*,29.83,278,128.77,0,1,26,9,12,2,19,0,0,0,0,0,0,0,0,0
MS Dhoni,2011,16,4,392,70*,43.55,247,158.7,0,2,25,23,5,5,16,0,0,0,0,0,0,0,0,0
MS Dhoni,2010,13,2,287,66*,31.88,210,136.66,0,2,26,8,5,6,13,0,0,0,0,0,0,0,0,0
MS Dhoni,2009,14,5,332,58*,41.5,261,127.2,0,2,22,9,4,4,14,0,0,0,0,0,0,0,0,0
MS Dhoni,2008,16,4,414,65,41.4,310,133.54,0,2,38,15,6,0,16,0,0,0,0,0,0,0,0,0
Madhav Tiwari,2025,1,0,3,3,3,4,75,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Manav Suthar,2024,1,0,1,1,1,2,50,0,0,0,0,0,0,1,12,26,0,0/26,0,13,0,0,0
